"Token","InstrumentName","ShortName","Series","ExpiryDate","StrikePrice","OptionType","CALevel","PermittedToTrade","IssueCapital","WarningQty","FreezeQty","CreditRating","NormalMarketStatus","OddLotMarketStatus","SpotMarketStatus","AuctionMarketStatus","NormalMarketEligibility","OddLotMarketEligibility","SpotMarketEligibility","AuctionMarketEligibility","IssueRate","IssueStartDate","InterestPaymentDate","IssueMaturityDate","MarginPercentage","MinimumLotQty","LotSize","TickSize","CompanyName","ListingDate","ExpulsionDate","ReAdmissionDate","RecordDate","LowPriceRange","HighPriceRange","SecurityExpiryDate","NoDeliveryStartDate","NoDeliveryEndDate","MF","AON","ParticipantInMarketIndex","BookClsStartDate","BookClsEndDate","ExcerciseStartDate","ExcerciseEndDate","OldToken","AssetInstrument","AssetName","AssetToken","IntrinsicValue","ExtrinsicValue","ExcerciseStyle","EGM","AGM","Interest","Bonus","Rights","Dividends","ExAllowed","ExRejectionAllowed","PlAllowed","IsThisAsset","IsCorpAdjusted","LocalUpdateDatetime","DeleteFlag","Remarks","BasePrice","ExchangeCode"
"8674","OPTCUR","GBPINR","OPTION","28-Jun-2022",108.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",9.3,11.18,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"GBPINR"
"8684","OPTCUR","GBPINR","OPTION","28-Jun-2022",108.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",9.55,11.43,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"GBPINR"
"8686","OPTCUR","GBPINR","OPTION","28-Jun-2022",108.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",9.8,11.68,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"GBPINR"
"8696","OPTCUR","GBPINR","OPTION","28-Jun-2022",109,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",10.04,11.92,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"GBPINR"
"8698","OPTCUR","GBPINR","OPTION","28-Jun-2022",109.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",10.29,12.17,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"GBPINR"
"8411","OPTCUR","GBPINR","OPTION","28-Jun-2022",109.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",10.54,12.42,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.9625,"GBPINR"
"2802","OPTCUR","GBPINR","OPTION","28-Jun-2022",109.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",10.79,12.67,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"GBPINR"
"9441","OPTCUR","GBPINR","OPTION","01-Jul-2022",88.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",8.53,10.41,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.5075,"GBPINR"
"9443","OPTCUR","GBPINR","OPTION","01-Jul-2022",88.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",8.28,10.16,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.2625,"GBPINR"
"6187","OPTCUR","GBPINR","OPTION","01-Jul-2022",89,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",8.03,9.91,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"GBPINR"
"6191","OPTCUR","GBPINR","OPTION","01-Jul-2022",89.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",7.78,9.66,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"GBPINR"
"4101","OPTCUR","GBPINR","OPTION","01-Jul-2022",89.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",7.53,9.41,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"GBPINR"
"4112","OPTCUR","GBPINR","OPTION","01-Jul-2022",89.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",7.2825,9.1575,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"GBPINR"
"4114","OPTCUR","GBPINR","OPTION","01-Jul-2022",90,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",7.0325,8.9075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"GBPINR"
"15291","OPTCUR","GBPINR","OPTION","01-Jul-2022",90.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",6.7925,8.6675,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.7725,"GBPINR"
"15293","OPTCUR","GBPINR","OPTION","01-Jul-2022",90.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",6.5425,8.4175,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.53,"GBPINR"
"15295","OPTCUR","GBPINR","OPTION","01-Jul-2022",90.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",6.2975,8.1675,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.29,"GBPINR"
"15297","OPTCUR","GBPINR","OPTION","01-Jul-2022",91,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",6.05,7.92,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.05,"GBPINR"
"14559","OPTCUR","GBPINR","OPTION","01-Jul-2022",91.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",5.805,7.67,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.7125,"GBPINR"
"14561","OPTCUR","GBPINR","OPTION","01-Jul-2022",91.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",5.56,7.42,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.49,"GBPINR"
"3343","OPTCUR","GBPINR","OPTION","01-Jul-2022",91.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",5.3175,7.1725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.245,"GBPINR"
"3347","OPTCUR","GBPINR","OPTION","01-Jul-2022",92,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",5.075,6.925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6,"GBPINR"
"3353","OPTCUR","GBPINR","OPTION","01-Jul-2022",92.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",4.8375,6.6775,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.7575,"GBPINR"
"3367","OPTCUR","GBPINR","OPTION","01-Jul-2022",92.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",4.5975,6.4275,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.5125,"GBPINR"
"11294","OPTCUR","GBPINR","OPTION","01-Jul-2022",92.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",4.3625,6.1825,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.2725,"GBPINR"
"11390","OPTCUR","GBPINR","OPTION","01-Jul-2022",93,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",4.13,5.935,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.0325,"GBPINR"
"11392","OPTCUR","GBPINR","OPTION","01-Jul-2022",93.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",3.9,5.69,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.795,"GBPINR"
"8031","OPTCUR","GBPINR","OPTION","01-Jul-2022",93.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",3.6725,5.4475,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.56,"GBPINR"
"8033","OPTCUR","GBPINR","OPTION","01-Jul-2022",93.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",3.45,5.205,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.3275,"GBPINR"
"8035","OPTCUR","GBPINR","OPTION","01-Jul-2022",94,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",3.2325,4.9625,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.0975,"GBPINR"
"8037","OPTCUR","GBPINR","OPTION","01-Jul-2022",94.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",3.02,4.725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.8725,"GBPINR"
"8039","OPTCUR","GBPINR","OPTION","01-Jul-2022",94.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",2.8125,4.4875,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.65,"GBPINR"
"8041","OPTCUR","GBPINR","OPTION","01-Jul-2022",94.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",2.6125,4.2525,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.4325,"GBPINR"
"8043","OPTCUR","GBPINR","OPTION","01-Jul-2022",95,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",2.4175,4.0225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.22,"GBPINR"
"8045","OPTCUR","GBPINR","OPTION","01-Jul-2022",95.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",2.2275,3.7925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.01,"GBPINR"
"8047","OPTCUR","GBPINR","OPTION","01-Jul-2022",95.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",2.045,3.57,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.8075,"GBPINR"
"8049","OPTCUR","GBPINR","OPTION","01-Jul-2022",95.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",1.875,3.35,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.6125,"GBPINR"
"8051","OPTCUR","GBPINR","OPTION","01-Jul-2022",96,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",1.7075,3.1375,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.4225,"GBPINR"
"8053","OPTCUR","GBPINR","OPTION","01-Jul-2022",96.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",1.55,2.925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.2375,"GBPINR"
"8055","OPTCUR","GBPINR","OPTION","01-Jul-2022",96.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",1.4025,2.7225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.0625,"GBPINR"
"8057","OPTCUR","GBPINR","OPTION","01-Jul-2022",96.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",1.2625,2.5275,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.895,"GBPINR"
"8059","OPTCUR","GBPINR","OPTION","01-Jul-2022",97,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",1.13,2.335,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.7325,"GBPINR"
"8061","OPTCUR","GBPINR","OPTION","01-Jul-2022",97.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",1.01,2.155,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.5825,"GBPINR"
"8063","OPTCUR","GBPINR","OPTION","01-Jul-2022",97.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.8975,1.9775,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.4375,"GBPINR"
"8065","OPTCUR","GBPINR","OPTION","01-Jul-2022",97.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.795,1.81,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.3025,"GBPINR"
"8067","OPTCUR","GBPINR","OPTION","01-Jul-2022",98,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.695,1.65,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.1725,"GBPINR"
"8069","OPTCUR","GBPINR","OPTION","01-Jul-2022",98.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.61,1.5,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.055,"GBPINR"
"8071","OPTCUR","GBPINR","OPTION","01-Jul-2022",98.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.5325,1.3575,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.945,"GBPINR"
"8073","OPTCUR","GBPINR","OPTION","01-Jul-2022",98.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.46,1.225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.8425,"GBPINR"
"8075","OPTCUR","GBPINR","OPTION","01-Jul-2022",99,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.395,1.1,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.7475,"GBPINR"
"8077","OPTCUR","GBPINR","OPTION","01-Jul-2022",99.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.3375,0.9825,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.66,"GBPINR"
"8079","OPTCUR","GBPINR","OPTION","01-Jul-2022",99.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.2875,0.8775,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.5825,"GBPINR"
"8081","OPTCUR","GBPINR","OPTION","01-Jul-2022",99.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.2425,0.7775,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.51,"GBPINR"
"8083","OPTCUR","GBPINR","OPTION","01-Jul-2022",100,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.2075,0.6925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.45,"GBPINR"
"8085","OPTCUR","GBPINR","OPTION","01-Jul-2022",100.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.17,0.605,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.3875,"GBPINR"
"8087","OPTCUR","GBPINR","OPTION","01-Jul-2022",100.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.14,0.53,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.335,"GBPINR"
"8089","OPTCUR","GBPINR","OPTION","01-Jul-2022",100.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.1175,0.4625,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.29,"GBPINR"
"8091","OPTCUR","GBPINR","OPTION","01-Jul-2022",101,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0975,0.4025,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.25,"GBPINR"
"8093","OPTCUR","GBPINR","OPTION","01-Jul-2022",101.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0775,0.3475,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.2125,"GBPINR"
"8095","OPTCUR","GBPINR","OPTION","01-Jul-2022",101.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0625,0.2975,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.18,"GBPINR"
"8097","OPTCUR","GBPINR","OPTION","01-Jul-2022",101.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.05,0.255,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.1525,"GBPINR"
"8121","OPTCUR","GBPINR","OPTION","01-Jul-2022",102,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.04,0.22,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.13,"GBPINR"
"8123","OPTCUR","GBPINR","OPTION","01-Jul-2022",102.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.03,0.185,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.1075,"GBPINR"
"8125","OPTCUR","GBPINR","OPTION","01-Jul-2022",102.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0225,0.1575,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.09,"GBPINR"
"8127","OPTCUR","GBPINR","OPTION","01-Jul-2022",102.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0175,0.1325,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.075,"GBPINR"
"8129","OPTCUR","GBPINR","OPTION","01-Jul-2022",103,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.015,0.11,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0625,"GBPINR"
"8131","OPTCUR","GBPINR","OPTION","01-Jul-2022",103.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0125,0.0925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0525,"GBPINR"
"8133","OPTCUR","GBPINR","OPTION","01-Jul-2022",103.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0075,0.0775,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0425,"GBPINR"
"8135","OPTCUR","GBPINR","OPTION","01-Jul-2022",103.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.005,0.065,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.035,"GBPINR"
"8137","OPTCUR","GBPINR","OPTION","01-Jul-2022",104,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.0525,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0275,"GBPINR"
"8139","OPTCUR","GBPINR","OPTION","01-Jul-2022",104.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.0425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0225,"GBPINR"
"8141","OPTCUR","GBPINR","OPTION","01-Jul-2022",104.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.0375,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.02,"GBPINR"
"8143","OPTCUR","GBPINR","OPTION","01-Jul-2022",104.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.03,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.015,"GBPINR"
"8145","OPTCUR","GBPINR","OPTION","01-Jul-2022",105,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.025,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0125,"GBPINR"
"8147","OPTCUR","GBPINR","OPTION","01-Jul-2022",105.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.02,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.01,"GBPINR"
"8149","OPTCUR","GBPINR","OPTION","01-Jul-2022",105.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.015,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0075,"GBPINR"
"9442","OPTCUR","GBPINR","OPTION","01-Jul-2022",88.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.015,"GBPINR"
"9444","OPTCUR","GBPINR","OPTION","01-Jul-2022",88.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0175,"GBPINR"
"6188","OPTCUR","GBPINR","OPTION","01-Jul-2022",89,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"GBPINR"
"6192","OPTCUR","GBPINR","OPTION","01-Jul-2022",89.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"GBPINR"
"4111","OPTCUR","GBPINR","OPTION","01-Jul-2022",89.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"GBPINR"
"4113","OPTCUR","GBPINR","OPTION","01-Jul-2022",89.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"GBPINR"
"4117","OPTCUR","GBPINR","OPTION","01-Jul-2022",90,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"GBPINR"
"15292","OPTCUR","GBPINR","OPTION","01-Jul-2022",90.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0275,"GBPINR"
"15294","OPTCUR","GBPINR","OPTION","01-Jul-2022",90.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.035,"GBPINR"
"15296","OPTCUR","GBPINR","OPTION","01-Jul-2022",90.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.01,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0425,"GBPINR"
"15298","OPTCUR","GBPINR","OPTION","01-Jul-2022",91,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.015,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0525,"GBPINR"
"14560","OPTCUR","GBPINR","OPTION","01-Jul-2022",91.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.02,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0325,"GBPINR"
